Continent,Country,Election type,Year,Voter Turnout,Total vote,Registration,VAP Turnout,Voting age population,Population,Invalid votes,Compulsory voting
Asia,Afghanistan,Parliamentary,2018,0.4523,4000000,8843151,0.2181,18340292,34940837,0,No
Asia,Afghanistan,Parliamentary,2010,0.3514,4216594,12000000,0.2971,14191908,29120727,0.0442,No
Asia,Afghanistan,Parliamentary,2005,0.4937,6406615,12977336,0.5171,12389532,26334702,0.051,No
Asia,Afghanistan,Presidential,2019,0.19,1824401,9600000,0.0963,18938369,35780458,0,No
Asia,Afghanistan,Presidential,2014,0.389,8109493,20845988,0.5003,16208255,31822848,0.0168,No
Asia,Afghanistan,Presidential,2009,0.388,4823090,12430644,0.3506,13757508,28483631,0.0467,No
Asia,Afghanistan,Presidential,2004,0.8366,8128940,9716413,0.6754,12035602,25697635,0.0128,No
Europe,Albania,Parliamentary,2021,0.4632,1662274,3588869,0.6835,2432013,3088385,0.0499,No
Europe,Albania,Parliamentary,2017,0.4676,1614479,3452324,0.685,2356975,3047987,0.0197,No
Europe,Albania,Parliamentary,2013,0.5331,1744261,3271885,0.7668,2274815,3011405,0.0184,No
Europe,Albania,Parliamentary,2009,0.5077,1566079,3084946,0.6911,2266221,3194417,0.0299,No
Europe,Albania,Parliamentary,2005,0.4873,1389320,2850821,0.5896,2356387,3563112,0.0158,No
Europe,Albania,Parliamentary,2001,0.5495,1373210,2499238,0.673,2040574,3490435,0.036,No
Africa,Algeria,Parliamentary,2021,0.2303,5625324,24425187,0.1953,28808723,43576691,0.1818,No
Africa,Algeria,Parliamentary,2017,0.3709,8624199,23251503,0.3165,27248442,40969443,0.2446,No
Africa,Algeria,Parliamentary,2012,0.4314,9339026,21645841,0.387,24130650,35406303,0,No
Africa,Algeria,Parliamentary,2007,0.3551,6662383,18760400,0.3202,20806940,33333216,0.144,No
Africa,Algeria,Parliamentary,2002,0.4617,8288536,17951127,0.4508,18386639,31736053,0.105,No
Africa,Algeria,Presidential,2019,0.3988,9759392,24474161,0.3486,27992084,42325923,0.1286,No
Africa,Algeria,Presidential,2014,0.4942,11307478,22880678,0.4357,25951372,38813722,0,No
Africa,Algeria,Presidential,2009,0.7456,15356024,20595683,0.6586,23315450,34178188,0.0602,No
Africa,Algeria,Presidential,2004,0.5807,10508777,18097225,0.536,19605085,32818500,0.031,No
Europe,Andorra,Parliamentary,2019,0.6833,18638,27278,0.2619,71161,85684,0.0459,No
Europe,Andorra,Parliamentary,2015,0.6562,16084,24512,0.2297,70017,85458,0.0817,No
Europe,Andorra,Parliamentary,2011,0.7412,16197,21852,0.2338,69267,84825,0.0424,No
Europe,Andorra,Parliamentary,2009,0.7534,15293,20298,0.2598,58867,83888,0.0089,No
Europe,Andorra,Parliamentary,2005,0.8038,12879,16022,0.2102,61268,71201,0.009,No
Europe,Andorra,Parliamentary,2001,0.8164,10892,13342,0.1594,68338,67627,0.057,No
Africa,Angola,Parliamentary,2022,0.4482,6454109,14399391,0.4049,15939218,34795287,0.0282,No
Africa,Angola,Parliamentary,2017,0.7613,7093002,9317294,0.5307,13366186,29310273,0.0388,No
Africa,Angola,Parliamentary,2012,0.6277,6124669,9757671,0.7159,8554966,18056072,0.0602,No
Africa,Angola,Parliamentary,2008,0.8736,7213281,8256854,0.9242,7804962,16102061,0.1058,No
North America,Anguilla,Parliamentary,2020,0.6102,7293,11951,0.5434,13422,18090,0.051,No
North America,Anguilla,Parliamentary,2015,0.7324,7989,10908,0.6703,11918,16418,0,No
North America,Anguilla,Parliamentary,2010,0.8207,7102,8654,0.7476,9500,14766,0.0055,No
North America,Anguilla,Parliamentary,2005,0.7449,5630,7558,0.6196,9086,13116,0.011,No
North America,Anguilla,Parliamentary,2000,0.6416,4825,7520,0.5656,8531,12132,0.01,No
North America,Antigua and Barbuda,Parliamentary,2014,0.9027,43077,47721,0.6996,61571,91295,0,No
North America,Antigua and Barbuda,Parliamentary,2009,0.8027,41886,52183,0.8959,46754,85632,0.005,No
North America,Antigua and Barbuda,Parliamentary,2004,0.9119,39627,43456,0.7634,51911,67897,0.005,No
South America,Argentina,Parliamentary,2021,0.7151,24842572,34742150,0.7257,34230537,45864941,0.0499,Yes
South America,Argentina,Parliamentary,2019,0.8094,27698054,34218538,0.8282,33442549,45089492,0.0677,Yes
South America,Argentina,Parliamentary,2017,0.7674,25413205,33116077,0.7769,32713088,44293293,0.0413,Yes
South America,Argentina,Parliamentary,2015,0.8107,26048446,32130853,0.8141,31996332,43431886,0.0332,Yes
South America,Argentina,Parliamentary,2013,0.7717,23641116,30635464,0.7808,30276314,42610981,0.0445,Yes
South America,Argentina,Parliamentary,2011,0.7939,22956385,28916183,0.7735,29678579,41769726,0.0448,Yes
South America,Argentina,Parliamentary,2009,0.7239,20123715,27797930,0.7089,28389141,40913584,0.0492,Yes
South America,Argentina,Parliamentary,2007,0.7313,19086667,26098546,0.7088,26926602,40301927,0.094,Yes
South America,Argentina,Parliamentary,2005,0.7094,18513717,26098546,0.7073,26175246,39537943,0.083,Yes
South America,Argentina,Parliamentary,2001,0.7521,18602837,24735483,0.7299,25487913,37694169,0.21,Yes
South America,Argentina,Presidential,2019,0.8131,27530855,33858733,0.7953,33442549,45089492,0.0252,Yes
South America,Argentina,Presidential,2015,0.8077,25952906,32130853,0.8111,31996332,43431886,0.0246,Yes
South America,Argentina,Presidential,2011,0.7939,22956385,28916183,0.7735,29678579,41769726,0.0448,Yes
South America,Argentina,Presidential,2007,0.7181,19452594,27090236,0.7224,26926602,40301927,0.061,Yes
South America,Argentina,Presidential,2003,0.769,19594199,25479486,0.7693,25471223,37812817,0.018,Yes
Asia,Armenia,Parliamentary,2021,0.4939,1281997,2595512,0.5443,2355287,3011609,0.0036,No
Asia,Armenia,Parliamentary,2018,0.4863,1261105,2593140,0.5338,2362422,3038217,0.0037,No
Asia,Armenia,Parliamentary,2017,0.6093,1577323,2588590,0.6673,2363767,3045191,0.0042,No
Asia,Armenia,Parliamentary,2012,0.6287,1572858,2501597,0.6967,2257586,2970495,0.0342,No
Asia,Armenia,Parliamentary,2007,0.5999,1391540,2319722,0.6515,2136013,2976372,0.027,No
Asia,Armenia,Parliamentary,2003,0.5518,1232627,2233757,0.6065,2032289,3339099,0.028,No
Asia,Armenia,Presidential,2013,0.6018,1521703,2528773,0.7421,2050655,3064267,0.0335,No
Asia,Armenia,Presidential,2008,0.6981,1668464,2390000,0.7719,2161558,3229900,0.0215,No
Asia,Armenia,Presidential,2003,0.6843,1595438,2331507,0.785,2032289,3339099,0.0199,No
South America,Aruba,Parliamentary,2021,0.8466,59500,70283,0.6214,95747,120917,0.015,No
South America,Aruba,Parliamentary,2017,0.8396,59403,70750,0.6539,90840,115120,0.0126,No
South America,Aruba,Parliamentary,2013,0.8486,58350,68758,0.6972,83688,109153,0.0095,No
South America,Aruba,Parliamentary,2009,0.8481,55125,65000,0.6966,79132,103065,0,No
South America,Aruba,Parliamentary,2005,0.8574,51990,60635,0.7241,71795,102149,0.013,No
Oceania,Australia,Parliamentary,2022,0.8974,15460808,17228900,0.7599,20346683,26141369,0.0518,Yes
Oceania,Australia,Parliamentary,2019,0.9189,15088616,16419543,0.8079,18675465,23705630,0.0554,Yes
Oceania,Australia,Parliamentary,2016,0.9101,14262016,15671551,0.7896,18063010,22992654,0.0505,Yes
Oceania,Australia,Parliamentary,2013,0.9323,13726070,14722754,0.7886,17406251,22262501,0.0591,Yes
Oceania,Australia,Parliamentary,2010,0.9322,13131667,14086869,0.8102,16208479,21515754,0.056,Yes
Oceania,Australia,Parliamentary,2007,0.9476,12931460,13646539,0.8238,15696515,20434176,0.0395,Yes
Oceania,Australia,Parliamentary,2004,0.9432,12354983,13098461,0.8237,14999498,19913144,0.0518,Yes
Oceania,Australia,Parliamentary,2001,0.9485,12054664,12708837,0.842,14316998,19294257,0.0482,Yes
Europe,Austria,Parliamentary,2019,0.7559,4835469,6396812,0.644,7508169,8828456,0.012,No
Europe,Austria,Parliamentary,2017,0.8,5120881,6400993,0.6879,7443978,8754413,0.0099,No
Europe,Austria,Parliamentary,2013,0.7491,4782563,6384331,0.6587,7260801,8562634,0.019,No
Europe,Austria,Parliamentary,2008,0.7881,4990952,6333109,0.7561,6600595,8205533,0.021,No
Europe,Austria,Parliamentary,2006,0.7849,4793780,6107892,0.7321,6548332,8192880,0.0178,No
Europe,Austria,Parliamentary,2002,0.8427,4982261,5912592,0.7745,6432768,8150835,0.015,No
Europe,Austria,Presidential,2022,0.6519,4148079,6363489,0.5474,7578269,8913088,0.022,No
Europe,Austria,Presidential,2016,0.7221,4749339,6399607,0.6413,7406128,8711770,0.032,No
Europe,Austria,Presidential,2010,0.5357,3404646,6355800,0.4784,7117194,8447901,0.0713,No
Europe,Austria,Presidential,2004,0.716,4318439,6030982,0.665,6493724,8188207,0.042,No
Europe,Austria,EU Parliament,2019,0.5977,3834662,6416177,0.5107,7508169,8828456,0.0143,No
Europe,Austria,EU Parliament,2014,0.4539,2909497,6410602,0.3977,7315273,8615828,0.03,No
Europe,Austria,EU Parliament,2009,0.4597,2925132,6362761,0.4132,7078928,8428464,0.0207,No
Europe,Austria,EU Parliament,2004,0.4243,2566639,6049129,0.3995,6424824,8140122,0.026,No
Asia,Azerbaijan,Parliamentary,2020,0.4684,2510135,5359015,0.3358,7475615,10205810,0,No
Asia,Azerbaijan,Parliamentary,2015,0.5554,2894515,5211765,0.4048,7150506,9780780,0,No
Asia,Azerbaijan,Parliamentary,2010,0.4976,2409129,4841631,0.4655,5175155,8303512,0,No
Asia,Azerbaijan,Parliamentary,2005,0.4047,1891977,4675572,0.3667,5159945,8347300,0.037,No
Asia,Azerbaijan,Parliamentary,2000,0.6799,2883819,4241550,0.6123,4709852,7623798,0,No
Asia,Azerbaijan,Presidential,2018,0.7424,3958852,5332817,0.5376,7363739,10046516,0.0031,No
Asia,Azerbaijan,Presidential,2013,0.7163,3735374,5214787,0.5856,6378974,9590159,0.0108,No
Asia,Azerbaijan,Presidential,2008,0.7535,3642874,4834584,0.6697,5439906,8177717,0,No
Asia,Azerbaijan,Presidential,2003,0.7123,3164348,4442338,0.634,4990760,7830764,0,No
North America,Bahamas,Parliamentary,2021,0.65,126414,194494,0.4846,260886,352655,0,No
North America,Bahamas,Parliamentary,2017,0.8691,159910,184000,0.6653,240360,329988,0,No
North America,Bahamas,Parliamentary,2012,0.9078,156088,171932,0.6731,231903,316182,0,No
North America,Bahamas,Parliamentary,2007,0.9213,138800,150654,0.6919,200603,305655,0.008,No
North America,Bahamas,Parliamentary,2002,0.9003,130328,144758,0.6969,187011,297852,0.009,No
Asia,Bahrain,Parliamentary,2018,0.67,237550,365467,0.2218,1070950,1442659,0,No
Asia,Bahrain,Parliamentary,2014,0.526,183949,349713,0.1845,997149,1314089,0,No
Asia,Bahrain,Parliamentary,2010,0.67,114570,171000,0.1348,850180,1180080,0,No
Asia,Bahrain,Parliamentary,2006,0.736,217625,295686,0.3722,584710,984393,0,No
Asia,Bahrain,Parliamentary,2002,0.53,344500,650000,0.7448,462535,714831,0,No
Asia,Bangladesh,Parliamentary,2018,0.8,83352384,104190480,0.7806,106777785,159453001,0,No
Asia,Bangladesh,Parliamentary,2014,0.5137,47262168,92007113,0.4854,97373463,163654860,0.033,No
Asia,Bangladesh,Parliamentary,2008,0.8526,69172649,81130973,0.7893,87634867,151289991,0.009,No
Asia,Bangladesh,Parliamentary,2001,0.7497,56185707,74946364,0.765,73445528,134477534,0.008,No
North America,Barbados,Parliamentary,2022,0.4173,111135,266330,0.462,240556,302674,0.0007,No
North America,Barbados,Parliamentary,2018,0.6029,154245,255833,0.6706,230005,293131,0.0033,No
North America,Barbados,Parliamentary,2013,0.6505,153204,235510,0.6978,219561,288725,0,No
North America,Barbados,Parliamentary,2008,0.6354,149633,235510,0.6941,215586,283498,0.007,No
North America,Barbados,Parliamentary,2003,0.5688,124463,218811,0.6813,182672,277547,0.002,No
Europe,Belarus,Parliamentary,2019,0.7731,5319286,6880605,0.6894,7716337,9503591,0.0105,No
Europe,Belarus,Parliamentary,2016,0.7468,5211871,6978490,0.6684,7797893,9570376,0,No
Europe,Belarus,Parliamentary,2012,0.742,5210676,7022221,0.6592,7904831,9643566,0,No
Europe,Belarus,Parliamentary,2008,0.7674,5384647,7016711,0.6956,7741235,9685768,0.021,No
Europe,Belarus,Parliamentary,2004,0.9014,6297600,6986163,0.8243,7640118,10310520,0.032,No
Europe,Belarus,Parliamentary,2000,0.6108,4430878,7254752,0.5824,7607585,10142706,0,No
Europe,Belarus,Presidential,2020,0.8428,5818955,6904313,0.7569,7688370,9477918,0,No
Europe,Belarus,Presidential,2015,0.8722,6113013,7008682,0.7808,7828768,9589689,0.008,No
Europe,Belarus,Presidential,2010,0.9065,6441031,7105660,0.8166,7887472,9612632,0,No
Europe,Belarus,Presidential,2006,0.9294,6630653,7133978,0.8618,7694370,10300483,0.052,No
Europe,Belarus,Presidential,2001,0.8386,6169087,7356343,0.8134,7584762,10112278,0.022,No
Europe,Belgium,Parliamentary,2019,0.8838,7218633,8167709,0.7794,9261362,11647253,0.0607,Yes
Europe,Belgium,Parliamentary,2014,0.8937,7157498,8008776,0.8721,8206762,10449361,0.0578,Yes
Europe,Belgium,Parliamentary,2010,0.8922,6929855,7767552,0.8465,8186446,10423493,0.058,Yes
Europe,Belgium,Parliamentary,2007,0.9108,7032077,7720796,0.86,8176805,10392226,0.0513,Yes
Europe,Belgium,Parliamentary,2003,0.9163,6934605,7570637,0.8592,8070793,10274595,0.043,Yes
Europe,Belgium,EU Parliament,2019,0.8847,7186677,8122985,0.776,9261362,11647253,0.0632,Yes
Europe,Belgium,EU Parliament,2014,0.8964,7125161,7948854,0.8682,8206928,10449361,0.061,Yes
Europe,Belgium,EU Parliament,2009,0.9039,7014415,7760436,0.8394,8356666,10414336,0.0631,Yes
Europe,Belgium,EU Parliament,2004,0.9081,6857986,7552240,0.8456,8110168,10396421,0.0537,Yes
North America,Belize,Parliamentary,2020,0.8186,149650,182815,0.6129,244148,399598,0.013,No
North America,Belize,Parliamentary,2015,0.7269,142900,196587,0.7021,203524,347369,0.0102,No
North America,Belize,Parliamentary,2012,0.7318,130303,178054,0.6643,196152,327719,0,No
North America,Belize,Parliamentary,2008,0.7718,121168,156993,0.7654,158314,294385,0.0072,No
North America,Belize,Parliamentary,2003,0.7952,100353,126202,0.7508,133669,262299,0.008,No
Africa,Benin,Parliamentary,2019,0.2716,1355776,4992399,0.2272,5967849,11646392,0,No
Africa,Benin,Parliamentary,2015,0.6591,2946042,4470000,0.5669,5196462,10448647,0,No
Africa,Benin,Parliamentary,2011,0.5612,2037004,3629837,0.4477,4550388,9325032,0,No
Africa,Benin,Parliamentary,2007,0.5869,2347600,4000000,0.6183,3796635,7862944,0,No
Africa,Benin,Parliamentary,2003,0.559,1724093,3084422,0.522,3302946,6787625,0.138,No
Africa,Benin,Presidential,2021,0.5063,2431414,4802303,0.4439,5544943,13301694,0.0552,No
Africa,Benin,Presidential,2016,0.6613,3138624,4746348,0.5835,5378554,10741458,0.0101,No
Africa,Benin,Presidential,2011,0.8482,3111833,3668558,0.6839,4550388,9325032,0.0448,No
Africa,Benin,Presidential,2006,0.6954,2725634,3919550,0.7423,3671785,7862944,0.0255,No
Africa,Benin,Presidential,2001,0.5417,1707604,3152365,0.5535,3085115,6395919,0.1018,No
North America,Bermuda,Parliamentary,2020,0.6093,25980,42638,0.4539,57233,71750,0.0085,No
North America,Bermuda,Parliamentary,2017,0.7298,34060,46669,0.6056,56246,70864,0.0939,No
North America,Bermuda,Parliamentary,2012,0.707,30862,43652,0.5722,53937,69080,0,No
North America,Bermuda,Parliamentary,2007,0.7565,32028,42337,0.6273,51057,66536,0,No
North America,Bermuda,Parliamentary,2003,0.7495,29472,39324,0.6019,48968,63960,0.003,No
Asia,Bhutan,Parliamentary,2018,0.7146,313473,438663,0.5908,530575,766397,0,No
Asia,Bhutan,Parliamentary,2013,0.6613,252485,381790,0.5396,467896,725296,0,No
Asia,Bhutan,Parliamentary,2008,0.7945,253012,318465,0.6181,409315,634982,0,No
Asia,Bhutan,Parliamentary,2007,0.5487,147789,269337,0.3716,397674,672425,0,No
South America,Bolivia,Parliamentary,2020,0.8842,6484008,7332926,0.8757,7404475,11639909,0.0501,Yes
South America,Bolivia,Parliamentary,2019,0.8847,6260690,7076933,0.8653,7235433,11473676,0.2145,Yes
South America,Bolivia,Parliamentary,2014,0.8745,5224109,5973901,0.8619,6060980,10631486,0.208,Yes
South America,Bolivia,Parliamentary,2009,0.9455,4859440,5139554,0.8555,5680498,9775246,0.0248,Yes
South America,Bolivia,Parliamentary,2005,0.8451,3102417,3671152,0.6344,4890318,8857870,0.074,Yes
South America,Bolivia,Parliamentary,2002,0.7206,2994065,4155055,0.6682,4480674,8274463,0.072,Yes
South America,Bolivia,Presidential,2020,0.8842,6484008,7332926,0,7404475,11639909,0.0501,Yes
South America,Bolivia,Presidential,2019,0.8831,6460515,7315364,0.8929,7235433,11473676,0.05,Yes
South America,Bolivia,Presidential,2014,0.9186,5487676,5973901,0.9054,6060980,10631486,0.0576,Yes
South America,Bolivia,Presidential,2009,0.9455,4859440,5139554,0.8555,5680498,9775246,0.0248,Yes
South America,Bolivia,Presidential,2005,0.8451,3102417,3671152,0.6344,4890318,8857870,0.034,Yes
South America,Bolivia,Presidential,2002,0.7206,2994065,4155055,0.6682,4480674,8274463,0.072,Yes
Europe,Bosnia and Herzegovina,Parliamentary,2022,0.5145,1733260,3368666,0.5394,3213191,3816459,0.0838,No
Europe,Bosnia and Herzegovina,Parliamentary,2018,0.5403,1812960,3355429,0.5615,3228803,3849891,0.0863,No
Europe,Bosnia and Herzegovina,Parliamentary,2014,0.5454,1788181,3278908,0.5932,3014585,3871643,0.0876,No
Europe,Bosnia and Herzegovina,Parliamentary,2010,0.5649,1769249,3132231,0.5877,3010376,4621598,0.0722,No
Europe,Bosnia and Herzegovina,Parliamentary,2006,0.5494,1513597,2755207,0.4276,3539921,4498976,0.067,No
Europe,Bosnia and Herzegovina,Parliamentary,2002,0.5545,1298827,2342141,0.4086,3178427,3964388,0,No
Europe,Bosnia and Herzegovina,Parliamentary,2000,0.637,1597805,2508349,0.5233,3053221,4269483,0,No
Europe,Bosnia and Herzegovina,Presidential,2022,0.5145,1733206,3368666,0.5394,3213191,3816459,0.0665,No
Europe,Bosnia and Herzegovina,Presidential,2018,0.5402,1812575,3355429,0.5614,3228803,3849891,0.0663,No
Europe,Bosnia and Herzegovina,Presidential,2014,0.5454,1788193,3278908,0.5932,3014585,3871643,0.0769,No
Europe,Bosnia and Herzegovina,Presidential,2010,0.5646,1768573,3132231,0.5875,3010376,4621598,0.0798,No
Europe,Bosnia and Herzegovina,Presidential,2006,0.5051,1391748,2755207,0.3932,3539921,4498976,0,No
Europe,Bosnia and Herzegovina,Presidential,2002,0.5545,1298811,2342141,0.4086,3178427,3964388,0.068,No
Africa,Botswana,Parliamentary,2019,0.8351,772208,924709,0.5347,1444142,2283255,0,No
Africa,Botswana,Parliamentary,2014,0.8475,698409,824073,0.5509,1267719,2155784,0.0117,No
Africa,Botswana,Parliamentary,2009,0.7671,555078,723617,0.622,892339,1990876,0.0188,No
Africa,Botswana,Parliamentary,2004,0.762,421272,552849,0.44,957540,1561973,0.021,No
South America,Brazil,Parliamentary,2022,0.792,123195571,155557422,0.7342,167798543,214821883,0.1054,Yes
South America,Brazil,Parliamentary,2018,0.798,117111476,146750529,0.7666,152762054,208846892,0.1603,Yes
South America,Brazil,Parliamentary,2014,0.806,113232072,140488492,0.7509,150803268,202656788,0.1395,Yes
South America,Brazil,Parliamentary,2010,0.8188,111193747,135804433,0.8062,137925708,201103330,0.0864,Yes
South America,Brazil,Parliamentary,2006,0.8327,104778751,125827119,0.8354,125422653,188078227,0.111,Yes
South America,Brazil,Parliamentary,2002,0.6872,79200181,115254113,0.6837,115848256,174468575,0.118,Yes
South America,Brazil,Presidential,2022,0.7905,123682372,156453354,0.7386,167798543,214821883,0.0349,Yes
South America,Brazil,Presidential,2018,0.7967,117364654,147306295,0.7683,152762054,208846892,0.087,Yes
South America,Brazil,Presidential,2014,0.789,112683879,142821358,0.7472,150803268,202658788,0.0634,Yes
South America,Brazil,Presidential,2010,0.785,106605942,135804433,0.7729,137925708,0,0.067,Yes
South America,Brazil,Presidential,2006,0.8101,101998221,125913479,0.8132,125422653,188078227,0.047,Yes
South America,Brazil,Presidential,2002,0.7953,91664259,115254113,0.7912,115848256,174468575,0.06,Yes
Europe,Bulgaria,Parliamentary,2022,0.3798,2601963,6850969,0.4579,5682675,6873253,0.0035,Yes
Europe,Bulgaria,Parliamentary,2021,0.4911,3334283,6789605,0.5832,5717150,6919180,0.0259,Yes
Europe,Bulgaria,Parliamentary,2017,0.5385,3682493,6838235,0.6279,5864631,7101510,0.0797,Yes
Europe,Bulgaria,Parliamentary,2014,0.5105,3501269,6858304,0.6088,5750976,6924716,0.062,No
Europe,Bulgaria,Parliamentary,2013,0.5249,3632174,6919260,0.5969,6084873,7282041,0.0248,No
Europe,Bulgaria,Parliamentary,2009,0.6064,4323581,7129965,0.7243,5969019,7204687,0.0225,No
Europe,Bulgaria,Parliamentary,2005,0.5576,3747808,6720941,0.6241,6004949,7450349,0.027,No
Europe,Bulgaria,Parliamentary,2001,0.6663,4608289,6916151,0.721,6391816,7932984,0.009,No
Europe,Bulgaria,Presidential,2021,0.387,2689487,6949938,0.4704,5717150,6919180,0.0035,Yes
Europe,Bulgaria,Presidential,2016,0.5628,3947629,7014723,0.6687,5903575,7144653,0.0304,Yes
Europe,Bulgaria,Presidential,2011,0.4825,3334169,6910491,0.5614,5939090,7093635,0.0314,No
Europe,Bulgaria,Presidential,2006,0.4262,2757441,6469224,0.4614,5975892,7385367,0.021,No
Europe,Bulgaria,Presidential,2001,0.5492,3784036,6889638,0.6178,6125141,7932984,0.002,No
Europe,Bulgaria,EU Parliament,2019,0.3285,2095561,6378694,0.3616,5794894,7012640,0.0383,N/A
Europe,Bulgaria,EU Parliament,2014,0.3579,2361966,6599599,0.4107,5751084,6924716,0.0519,No
Europe,Bulgaria,EU Parliament,2009,0.3892,2601677,6684770,0.4359,5969019,7204687,0.0097,No
Europe,Bulgaria,EU Parliament,2007,0.2922,1955466,6691080,0.3127,6253762,7679290,0.009,No
Africa,Burkina Faso,Parliamentary,2020,0.507,2987478,5891981,0.2882,10365635,20835401,0.0475,No
Africa,Burkina Faso,Parliamentary,2015,0.6013,3317193,5517015,0.3645,9100031,18931686,0.0475,No
Africa,Burkina Faso,Parliamentary,2012,0.7596,3315795,4365153,0.3967,8359428,17275115,0.0902,No
Africa,Burkina Faso,Parliamentary,2007,0.5643,2520488,4466354,0.3793,6644496,15264735,0.114,No
Africa,Burkina Faso,Parliamentary,2002,0.6414,1868645,2913219,0.3347,5582296,12272289,0.077,No
Africa,Burkina Faso,Presidential,2020,0.5079,2993280,5893406,0.2888,10365635,20835401,0.0446,No
Africa,Burkina Faso,Presidential,2015,0.6,3309988,5517015,0.3637,9100031,18931686,0.0578,No
Africa,Burkina Faso,Presidential,2010,0.5482,1773151,3234555,0.23,7707700,16241811,0.0445,No
Africa,Burkina Faso,Presidential,2005,0.5766,2262899,3924328,0.364,6216114,13925313,0.087,No
Africa,Burundi,Parliamentary,2020,0.8731,4464359,5113418,0.7614,5863257,11865821,0.0418,No
Africa,Burundi,Parliamentary,2015,0.7432,2856112,3843024,0.5553,5143633,10742276,0.1945,No
Africa,Burundi,Parliamentary,2010,0.6668,2367926,3551125,0.5081,4660761,9863117,0.0387,No
Africa,Burundi,Parliamentary,2005,0.7723,2446001,3167124,0.7039,3474897,6370609,0.01,No
Africa,Burundi,Presidential,2020,0.8771,4484928,5113418,0.7649,5863257,11865821,0.0382,No
Africa,Burundi,Presidential,2015,0.7344,2826072,3848119,0.5494,5143633,10742276,0.0609,No
Africa,Burundi,Presidential,2010,0.7698,2735558,3553372,0.5869,4660761,9863117,0.0107,No
Africa,Cabo Verde,Parliamentary,2021,0.5746,225761,392899,0.5698,396179,589451,0.0244,No
Africa,Cabo Verde,Parliamentary,2016,0.6593,229337,347828,0.6447,355717,553432,0,No
Africa,Cabo Verde,Parliamentary,2011,0.7601,226942,298567,0.8618,263333,516100,0.0132,No
Africa,Cabo Verde,Parliamentary,2006,0.5418,174858,322735,0.7998,218632,475947,0.02,No
Africa,Cabo Verde,Parliamentary,2001,0.5414,140901,260275,0.6585,213973,436530,0.034,No
Africa,Cabo Verde,Presidential,2021,0.4796,191300,398865,0.4827,396179,589451,0.031,No
Africa,Cabo Verde,Presidential,2016,0.3548,123414,347828,0.3469,355717,553432,0,No
Africa,Cabo Verde,Presidential,2011,0.599,182597,304836,0.5661,322531,516197,0,No
Africa,Cabo Verde,Presidential,2006,0.531,171819,323554,0.7859,218632,475947,0.008,No
Africa,Cabo Verde,Presidential,2001,0.5894,153407,260275,0.7169,213973,436530,0.012,No
Asia,Cambodia,Parliamentary,2018,0.8302,6956900,8380217,0.6626,10499588,16449519,0.0855,No
Asia,Cambodia,Parliamentary,2013,0.6849,6627159,9675453,0.6976,9500301,15205539,0,No
Asia,Cambodia,Parliamentary,2008,0.7521,6111210,8125529,0.7591,8051099,14241640,0.017,No
Asia,Cambodia,Parliamentary,2003,0.8322,5277494,6341834,0.7792,6772724,13607069,0.021,No
Africa,Cameroon,Parliamentary,2020,0.4379,3021947,6900928,0.2324,13001295,27744989,0,No
Africa,Cameroon,Parliamentary,2013,0.7679,4208796,5481226,0.3755,11207373,22534532,0.044,No
Africa,Cameroon,Parliamentary,2007,0.6201,3100000,5000000,0.3451,8982601,18060382,0,No
Africa,Cameroon,Parliamentary,2002,0.6566,2882164,4389572,0.3689,7813588,15803220,0,No
Africa,Cameroon,Presidential,2018,0.5385,3590681,6667754,0.2961,12125696,25640965,0.0147,No
Africa,Cameroon,Presidential,2011,0.6828,4951434,7251651,0.5025,9854578,20129878,0.0231,No
Africa,Cameroon,Presidential,2004,0.7952,3738759,4701953,0.4528,8256564,16063678,0.045,No
North America,Canada,Parliamentary,2021,0.6225,17034298,27366297,0.5543,30730303,37943231,0.0103,No
North America,Canada,Parliamentary,2019,0.6765,18351260,27126166,0.6242,29399271,36136376,0.0098,No
North America,Canada,Parliamentary,2015,0.6828,17711983,25939742,0.6212,28512041,35099836,0.0068,No
North America,Canada,Parliamentary,2011,0.6111,14823408,24257592,0.5416,27368468,34030589,0.0067,No
North America,Canada,Parliamentary,2008,0.5952,13929093,23401064,0.5359,25993117,33212696,0.007,No
North America,Canada,Parliamentary,2006,0.6467,14908703,23054615,0.5875,25374410,32805041,0.006,No
North America,Canada,Parliamentary,2004,0.6091,13683570,22466621,0.5528,24751763,32207113,0.009,No
North America,Canada,Parliamentary,2000,0.6118,12997185,21243473,0.5464,23786167,31213580,0.011,No
Oceania,Cayman Islands,Parliamentary,2021,0.731,17247,23594,0.3458,49873,63131,0,No
Oceania,Cayman Islands,Parliamentary,2017,0.7406,15721,21228,0.3431,45823,58441,0,No
